ASV;host_species;Phylum;Class;Order;Family;Genus;Species;Prevalence;TotalAbundance;MeanAbundance;RelAbund;RelPrev;meanUniq;Sample_size;closeness;betweenness;degree;hubbiness;weighted_deg;sum_pos;sum_neg;Freq_won;Freq_lost;Proportion_positive;proportion_negative
19dfb97ebee7b802e105b23c45ad9969;Stint;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-005;D_6__uncultured bacterium;12;488;0.000503093;0.050309278;0.12371134;0.262209514;97;0.000320669;0;1;0.000167372;0.013818823;0;1;0;1;0;1
19ee1c556ee3af195b9140596cb1b38c;Deer;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-010;D_6__uncultured bacterium;20;69;5.07E-05;0.005073529;0.147058824;0.114844223;136;0.011631639;4294;24;0.244655927;1.160888027;16;8;3;5;0.666666667;0.333333333
1a00d6f6f050de856ab73d3e92c51b01;Deer;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus 1;D_6__uncultured bacterium;47;197;0.000144853;0.014485294;0.345588235;0.155335035;136;0.012805755;7396;36;0.250582489;1.459656271;24;12;2;10;0.666666667;0.333333333
1a18bd825b44f62a0d1115d08cc1969b;Spinyrat;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;uncultured bacterium;D_6__uncultured bacterium;178;17976;0.009171429;0.917142857;0.908163265;0.04277232;196;1.57E-05;6;3;0.006865171;0.163332317;3;0;0;0;1;0
1a1bbda5f1cfbc8b07162822109aabf6;Deer;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Mailhella;D_6__uncultured bacterium;70;552;0.000405882;0.040588235;0.514705882;0.04445529;136;0.012471966;12623;28;0.140684979;0.84509226;18;10;5;5;0.642857143;0.357142857
1a31fbd8342cbd9dc6080138eb9f81ef;Deer;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;NA;20;199;0.000146324;0.014632353;0.147058824;0.052509019;136;0.012526275;29032;30;0.264315225;1.207740926;22;8;7;1;0.733333333;0.266666667
1a3cb80e548dc9e4c1bf5af0a11e10a6;Meerkat;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Marvinbryantia;D_6__uncultured bacterium;10;47;0.000106818;0.010681818;0.227272727;0.063770236;44;0.019641114;1976;11;0.07022252;0.516338692;7;4;1;3;0.636363636;0.363636364
1a4f37c8b2709931be97a5c0898ca514;Deer;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-014;D_6__unidentified;24;108;7.94E-05;0.007941176;0.176470588;0.115563434;136;0.011563815;265;33;0.251347038;1.210871023;21;12;3;10;0.636363636;0.363636364
1a4f37c8b2709931be97a5c0898ca514;Spinyrat;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-014;D_6__unidentified;26;212;0.000108163;0.010816327;0.132653061;0.049674268;196;1.57E-05;14;2;3.81E-06;0.05582019;1;1;3;10;0.5;0.5
1a5016cf08d07af010c382cec96b7537;Deer;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 9;D_6__Colidextribacter massiliensis;54;473;0.000347794;0.034779412;0.397058824;0.069234644;136;0.012120246;3881;25;0.175054038;0.996762571;14;11;2;9;0.56;0.44
1a7126b1a2d8f09a4c4640ed28810d63;Deer;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 6;D_6__uncultured bacterium;77;1850;0.001360294;0.136029412;0.566176471;0.064725365;136;0.011230466;33;33;0.330314772;1.476923864;22;11;9;2;0.666666667;0.333333333
1a9c87fb3083c663583dd170d1d53739;Mouselemur;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella 1;D_6__uncultured bacterium;91;7303;0.004012637;0.401263736;0.5;0.010478823;182;0.000213307;4;3;0.074407856;0.302889518;0;3;2;1;0;1
1a9df3fbbc7fc8cecec4239cf801d2fc;Spinyrat;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-013;D_6__uncultured bacterium;23;218;0.000111224;0.011122449;0.117346939;0.102756912;196;1.57E-05;1414;2;0.000513713;0.041858199;2;0;0;0;1;0
1aa2da0d19b0c79603dac227f6ebd5ca;Deer;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-010;D_6__uncultured bacterium;18;155;0.000113971;0.011397059;0.132352941;0.020343868;136;0.012336516;9309;26;0.312944901;1.147653168;18;8;5;3;0.692307692;0.307692308
1ab45c71588772c9b38110cc2956e1dc;Deer;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;Christensenellaceae R-7 group;NA;94;2394;0.001760294;0.176029412;0.691176471;0.009505648;136;0.011973988;1215;32;0.206162828;1.218210288;22;10;10;0;0.6875;0.3125
1ac3a4eb6a195dc39eeb777fff273a2a;Deer;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae AC2044 group;D_6__uncultured bacterium;28;292;0.000214706;0.021470588;0.205882353;0.020616407;136;0.012207719;3174;36;0.223602517;1.324488477;24;12;9;3;0.666666667;0.333333333
1ac9d56b743baf522b881ec623c78b96;Meerkat;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelotrichaceae UCG-004;D_6__uncultured bacterium;28;1692;0.003845455;0.384545455;0.636363636;0.103391362;44;0.018678989;1498;19;0.288059983;1.778970523;10;9;7;2;0.526315789;0.473684211
1ae031f103f3ec2c0b5b5d5b2b1dd136;Deer;Cyanobacteria;Melainabacteria;Gastranaerophilales;uncultured bacterium;uncultured bacterium;D_6__uncultured bacterium;17;140;0.000102941;0.010294118;0.125;0.014828488;136;0.011635208;4424;29;0.529930869;2.020249681;21;8;1;7;0.724137931;0.275862069
1ae119a63a47fb773ddb89b05be123cb;Flamingo;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;D_6__Bacteroides plebeius;123;6078;0.001707303;0.170730337;0.345505618;0.080390944;356;0.000169003;69;5;0.009516889;0.663363616;5;0;0;0;1;0
1ae3c8e9d26ab51600e3464c7c1ddfe2;Deer;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-013;D_6__uncultured bacterium;16;80;5.88E-05;0.005882353;0.117647059;0.028727003;136;0.011842494;1331;35;0.545324495;1.806471938;29;6;0;6;0.828571429;0.171428571
1aef5aa477c19eb195b23ea7b93f281b;Human;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;NA;38;2501;0.00109693;0.109692982;0.166666667;0.006072879;228;4.19E-06;0;0;0;0;0;0;0;0;0;1
1b00bb6f29df30e0f2f7f1526a4309a9;Deer;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-010;D_6__uncultured bacterium;42;271;0.000199265;0.019926471;0.308823529;0.058667696;136;0.012709664;6231;22;0.162145905;0.995291127;15;7;2;5;0.681818182;0.318181818
1b09384738ec010114df8f319fa67994;Stint;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA;28;1778;0.00183299;0.183298969;0.288659794;0.005951493;97;0.000321564;1004;5;0.020101413;0.381495416;5;0;0;0;1;0
1b4d2ed67a27bc2f2655e92ec45109af;Spinyrat;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-013;D_6__uncultured bacterium;31;328;0.000167347;0.016734694;0.158163265;0.125310588;196;1.57E-05;1271;7;0.011483912;0.319955846;6;1;0;1;0.857142857;0.142857143
1b5ae068b60b3c92ff823f4e6cdb9317;Meerkat;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;D_6__Parabacteroides faecis;5;18;4.09E-05;0.004090909;0.113636364;0.028134559;44;0.020875822;926;6;0.08919384;0.485025889;5;1;0;1;0.833333333;0.166666667
1b739726961269ee1ea9f901980a0d28;Deer;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;NA;18;115;8.46E-05;0.008455882;0.132352941;0.056441714;136;0.012477868;6810;23;0.130518003;0.811247747;17;6;1;5;0.739130435;0.260869565
1b85d9b2b8f4d44e6a890dffab3025a9;Stint;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Cetobacterium;D_6__uncultured bacterium;19;624;0.000643299;0.064329897;0.195876289;0.003046714;97;0.000319889;716;2;9.61E-07;0.103104604;2;0;0;0;1;0
1b85e321acab188aae7a2c36613f2371;Meerkat;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Ruminococcus] torques group;D_6__uncultured Clostridium sp.;30;2094;0.004759091;0.475909091;0.681818182;0.008484648;44;0.017492142;30;9;0.034134253;0.462153247;4;5;5;0;0.444444444;0.555555556
1b8dec58597978264025b9eba656ffb5;Spinyrat;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA;23;448;0.000228571;0.022857143;0.117346939;0.185970329;196;1.57E-05;0;1;0.000307216;0.002066969;1;0;0;0;1;0
1ba53e70ef9e9372c46f887e8470744a;Human;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;D_6__Bacteroides uniformis;71;10353;0.004540789;0.454078947;0.311403509;0.02587887;228;3.40E-05;0;3;0.006374989;0.18031766;1;2;2;0;0.333333333;0.666666667
1bbcde0e8a33ef6a29ffbe723138cda6;Human;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae UCG-008;D_6__metagenome;99;445;0.000195175;0.019517544;0.434210526;0.075330532;228;3.40E-05;451;9;0.102904928;0.263302071;5;4;1;3;0.555555556;0.444444444
1bd31430a58a89926b6d735af2ebdec2;Deer;Bacteroidetes;Bacteroidia;Bacteroidales;uncultured;uncultured Bacteroidales bacterium;D_6__uncultured Bacteroidales bacterium;28;643;0.000472794;0.047279412;0.205882353;0.014909941;136;0.011978558;1468;29;0.382986541;1.334374911;20;9;8;1;0.689655172;0.310344828
1bd8ddc544b8a1c18baf47ba3b23c1c2;Deer;Bacteroidetes;Bacteroidia;Bacteroidales;p-251-o5;uncultured Bacteroidales bacterium;D_6__uncultured Bacteroidales bacterium;61;992;0.000729412;0.072941176;0.448529412;0.303681074;136;0.011825177;3266;33;0.517066322;1.904205744;24;9;8;1;0.727272727;0.272727273
1bf54441e8be15a502162eb368138b5e;Human;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella;NA;45;912;4.00E-04;0.04;0.197368421;0.106031939;228;3.40E-05;0;2;4.89E-05;0.316189951;2;0;0;0;1;0
1c0bedaa7331e02acc0f8f71c3df9ac8;Deer;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 5;D_6__uncultured bacterium;20;145;0.000106618;0.010661765;0.147058824;0.12654813;136;0.012474716;2670;17;0.126296532;0.681775522;13;4;2;2;0.764705882;0.235294118
1c13523f9702e9349b7ee433892c5c88;Human;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;NA;42;287;0.000125877;0.012587719;0.184210526;0.024956311;228;3.40E-05;52;2;4.03E-05;0.027285016;1;1;0;1;0.5;0.5
1c235fb5d1e7cd63aabf81945c3249a9;Deer;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;D_6__uncultured bacterium;37;210;0.000154412;0.015441176;0.272058824;0.036783064;136;0.010964893;0;29;0.318541353;1.551364385;19;10;2;8;0.655172414;0.344827586
1c2b8892a0d7f828d72808cd01cfd199;Carollia;Proteobacteria;Alphaproteobacteria;Rhizobiales;Devosiaceae;Devosia;NA;18;308;0.000191304;0.019130435;0.111801242;0.122976804;161;0.000757663;88;2;6.79E-05;0.177142431;2;0;0;0;1;0
1c356b954c01f9f5dcbdf266d97f16a3;Deer;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 9;D_6__uncultured Clostridia bacterium;14;45;3.31E-05;0.003308824;0.102941177;0.068650879;136;0.012373487;20227;25;0.099964677;0.892741012;16;9;1;8;0.64;0.36
1c3ce16b644cc72a33125cd4b61fb5fc;Stint;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Candidatus Stoquefichus;NA;15;363;0.000374227;0.03742268;0.154639175;0.448393214;97;0.000318874;1048;3;8.87E-06;0.089002825;2;1;1;0;0.666666667;0.333333333
1c3dab2362c1df5e5620b63839953d88;Deer;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;Christensenellaceae R-7 group;NA;80;976;0.000717647;0.071764706;0.588235294;0.114184248;136;0.012048544;3391;32;0.211624919;1.233801629;26;6;5;1;0.8125;0.1875
1c4f8ecb94f2c8c683ad7d3f63e418e9;Stint;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA;24;235;0.000242268;0.024226804;0.24742268;0.007234592;97;0.000321097;3624;6;0.002342421;0.286310588;4;2;0;2;0.666666667;0.333333333
1c5e07e69b46a9eb17bba68f5386dc40;Deer;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;NA;NA;28;201;0.000147794;0.014779412;0.205882353;0.169873618;136;0.010027838;0;24;0.159085574;0.985910209;20;4;2;2;0.833333333;0.166666667
1c64d99052945a6a30f789eda5353ed5;Stint;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;D_6__uncultured bacterium;20;324;0.000334021;0.033402062;0.206185567;0.006487305;97;0.000319754;129;2;0.000365088;0.119426187;2;0;0;0;1;0
1c704f670a62021084f81f1928e27381;Stint;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA;14;200;0.000206186;0.020618557;0.144329897;0.00579677;97;0.00032089;234;3;0.001243535;0.116047582;2;1;1;0;0.666666667;0.333333333
1c723081ed652c8383feda930cddfa2c;Meerkat;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;NA;NA;32;118;0.000268182;0.026818182;0.727272727;0.149808057;44;0.021917739;3674;6;0.021465574;0.220899087;3;3;0;3;0.5;0.5
1c7a5248b18573f28b2901a63298dbc7;Carollia;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinomycetospora;D_6__uncultured bacterium;35;6624;0.004114286;0.411428571;0.217391304;0.087774204;161;0.000764548;0;5;0.001693419;0.415639306;3;2;2;0;0.6;0.4
1c7feb2b4a8f9107b094f74e05a2af05;Stint;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Negativibacillus;D_6__uncultured bacterium;11;159;0.000163918;0.016391753;0.113402062;0.139390536;97;0.000321116;822;6;0.000887872;0.46945389;6;0;0;0;1;0
1c9907a4e3e59d0377d4bb14fe278cee;Spinyrat;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus 1;D_6__gut metagenome;29;765;0.000390306;0.039030612;0.147959184;0.077276798;196;1.57E-05;579;2;1.22E-05;0.043690134;2;0;0;0;1;0
1ca5304860f543bae8f382ae39e1fd5a;Meerkat;Tenericutes;Mollicutes;Mollicutes RF39;uncultured bacterium;uncultured bacterium;D_6__uncultured bacterium;12;72;0.000163636;0.016363636;0.272727273;0.25909832;44;0.020438298;489;9;0.038081456;0.501389587;8;1;0;1;0.888888889;0.111111111
1cc7ae9035ba647da1d630ce166dfeb5;Human;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-010;D_6__uncultured organism;27;181;7.94E-05;0.007938596;0.118421053;0.119887942;228;3.40E-05;571;6;0.002421194;0.132684868;5;1;0;1;0.833333333;0.166666667
1cd76f1144782e110ecf83aa3031ebc1;Meerkat;Firmicutes;Clostridia;Clostridiales;Family XIII;uncultured;NA;5;36;8.18E-05;0.008181818;0.113636364;0.163061176;44;0.019844588;3614;14;0.056686801;1.392781215;5;9;6;3;0.357142857;0.642857143
1ce5ecf1b9d05bf9bd1e39d6d0dd4364;Deer;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-005;NA;29;142;0.000104412;0.010441176;0.213235294;0.019686778;136;0.010352461;67;28;0.31549801;1.421765537;21;7;2;5;0.75;0.25
1d0882ac2c62be950702ac47535da6f2;Mouselemur;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Olsenella;NA;136;3866;0.002124176;0.212417582;0.747252747;0.032875617;182;0.000213712;2566;7;0.02343284;0.335992416;6;1;1;0;0.857142857;0.142857143
1d1ef4cfd93e4312369311b3053b9acd;Spinyrat;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-010;NA;137;1689;0.000861735;0.086173469;0.698979592;0.179683566;196;1.57E-05;1401;4;0.043703458;0.127960339;2;2;1;1;0.5;0.5
1d24e76a0d08fb013b800bd111d04da1;Stint;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;D_6__uncultured bacterium;14;405;0.000417526;0.041752577;0.144329897;0.003585482;97;0.000321733;6587;13;0.003728217;0.732144938;13;0;0;0;1;0
1d25e5714547bb8a8f93b8364d36889e;Human;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Parasutterella;NA;129;3872;0.001698246;0.169824561;0.565789474;0.226266304;228;3.40E-05;0;2;0.001435107;0.234301378;2;0;0;0;1;0
1d38bbc72bb149019ed38481a4454796;Stint;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;D_6__Bacteroides caecigallinarum;12;306;0.000315464;0.031546392;0.12371134;0.053633734;97;0.000320443;856;7;0.001175953;0.673548026;7;0;0;0;1;0
1d3d97dde3dfb6a23914d64e73caa99d;Deer;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;D_6__uncultured bacterium;16;88;6.47E-05;0.006470588;0.117647059;0.039716402;136;0.011284739;42;27;0.243681085;1.138190375;24;3;2;1;0.888888889;0.111111111
1d49df56b83a383d8b998af9d148f52c;Meerkat;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;Clostridium sensu stricto 1;NA;6;693;0.001575;0.1575;0.136363636;0.022259037;44;0.014660082;13;7;0.071497662;0.547145297;6;1;0;1;0.857142857;0.142857143
1d82ca8a3fe94cfdea1dd241e1fcce95;Spinyrat;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Allobaculum;D_6__uncultured bacterium;28;534;0.000272449;0.027244898;0.142857143;0.035579691;196;1.57E-05;0;3;0.019821007;0.211720767;2;1;0;1;0.666666667;0.333333333
1daf7490935642942f91e007dfefa7e9;Human;Bacteroidetes;Bacteroidia;Bacteroidales;Marinifilaceae;Butyricimonas;D_6__uncultured organism;63;868;0.000380702;0.038070175;0.27631579;0.201909582;228;4.19E-06;0;0;0;0;0;0;0;0;0;1
1dbbe8b125912778a3fe92f8199ad43c;Spinyrat;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Allobaculum;D_6__uncultured bacterium;41;237;0.000120918;0.012091837;0.209183674;0.070671013;196;1.57E-05;579;4;0.000140825;0.099477152;4;0;0;0;1;0
1dcd2981f4ab2e5ba034541f9532faea;Deer;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidales RF16 group;uncultured bacterium;D_6__uncultured bacterium;21;274;0.000201471;0.020147059;0.154411765;0.016457881;136;0.011821137;1609;31;0.33071467;1.450399077;21;10;7;3;0.677419355;0.322580645
1dd1d4e6a7bbe8f7dd6ec64567991d7c;Flamingo;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;NA;54;2385;0.000669944;0.066994382;0.151685393;0.089896979;356;0.000169301;1308;2;0.000403389;0.046028507;1;1;0;1;0.5;0.5
1debdebb9e14ed1ef493f565614e3551;Human;Bacteroidetes;Bacteroidia;Bacteroidales;Marinifilaceae;Butyricimonas;D_6__uncultured organism;41;504;0.000221053;0.022105263;0.179824561;0.174284449;228;4.19E-06;0;0;0;0;0;0;0;0;0;1
1e06d6c16f5c260551b57ffcad6e60ee;Deer;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae AC2044 group;D_6__uncultured bacterium;33;455;0.000334559;0.033455882;0.242647059;0.012841539;136;0.011611994;3764;32;0.306659014;1.331076198;24;8;8;0;0.75;0.25
1e10ca4ce57e3019886b4f75360a76fa;Human;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerofilum;D_6__uncultured bacterium;37;68;2.98E-05;0.002982456;0.162280702;0.13904227;228;3.40E-05;36;5;0.16131533;0.286547998;5;0;0;0;1;0
1e34beb8905084c0edae15ec5d4de87d;Spinyrat;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Allobaculum;D_6__uncultured bacterium;127;1721;0.000878061;0.087806122;0.647959184;0.142150647;196;1.57E-05;967;3;2.27E-05;0.057208101;1;2;0;2;0.333333333;0.666666667
1e38383be0b0627354f2c4689c7bab6e;Meerkat;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema 2;NA;15;177;0.000402273;0.040227273;0.340909091;0.832487298;44;0.016878282;0;7;0.045675005;0.491181722;6;1;1;0;0.857142857;0.142857143
1e56f84006bed76d10078baa25037c43;Deer;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-014;D_6__uncultured bacterium;20;169;0.000124265;0.012426471;0.147058824;0.09732586;136;0.011665407;546;28;0.290575428;1.28074325;21;7;4;3;0.75;0.25
1e69f907d40784f7dc4ee7ce503bfe39;Deer;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-013;D_6__uncultured bacterium;16;199;0.000146324;0.014632353;0.117647059;0.067369817;136;0.011244993;45;26;0.184474244;1.066237098;18;8;5;3;0.692307692;0.307692308
1e70f6e8396a75cddffdee37d3ad185f;Meerkat;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;Clostridium sensu stricto 1;NA;8;1071;0.002434091;0.243409091;0.181818182;0.003926035;44;0.018850605;0;2;0.002576218;0.068619575;0;2;1;1;0;1
1e744859eb16e0605509814acfc1295c;Deer;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;Christensenellaceae R-7 group;NA;101;1679;0.001234559;0.123455882;0.742647059;0.011333864;136;0.011865284;1049;29;0.557678561;2.102277945;24;5;3;2;0.827586207;0.172413793
1e7d68070a194d8aa8fc61badd0f5d2b;Stint;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenella;D_6__uncultured bacterium;10;78;8.04E-05;0.008041237;0.103092784;0.014626387;97;0.000321266;1861;7;0.000499074;0.361351905;7;0;0;0;1;0
1e9df911154458e77b73205aef54ea81;Deer;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-010;NA;59;315;0.000231618;0.023161765;0.433823529;0.053987472;136;0.012148382;2965;24;0.179843517;0.776067164;15;9;1;8;0.625;0.375
1ea488939bccc5e81a7cebda15c7ae55;Flamingo;Firmicutes;Clostridia;Clostridiales;Family XI;Peptoniphilus;D_6__uncultured bacterium;139;7127;0.002001966;0.200196629;0.390449438;0.094219371;356;3.98E-05;0;0;0;0;0;0;0;0;0;1
1eaa3cb7baaac3220b0606e3621afd16;Meerkat;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;D_6__Faecalibacterium prausnitzii;7;10;2.27E-05;0.002272727;0.159090909;0.207743911;44;0.018086566;236;9;0.04094498;0.601516309;5;4;0;4;0.555555556;0.444444444
1ebe945fd627d5c8f1a4fc0908111751;Deer;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;D_6__uncultured bacterium;110;949;0.000697794;0.069779412;0.808823529;0.051786387;136;0.011593364;125;30;0.171144032;1.13235045;22;8;4;4;0.733333333;0.266666667
1ec321d2e2cf3e3a7046ff8def9fdd13;Human;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;NA;43;375;0.000164474;0.016447368;0.188596491;0.080307423;228;3.40E-05;606;6;0.000830019;0.130489678;4;2;1;1;0.666666667;0.333333333
1ece8cefc7939f47effbf4e419ce7cc8;Stint;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;NA;18;617;0.000636082;0.063608247;0.18556701;0.106083463;97;0.000321551;415;8;0.039862362;0.504712572;8;0;0;0;1;0
1ecebf285db855e629fe83aae85f9d3e;Human;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Agathobacter;D_6__Eubacterium ramulus;134;2991;0.001311842;0.131184211;0.587719298;0.075021114;228;3.40E-05;167;5;0.003197168;0.328561774;5;0;0;0;1;0
1eecd5abaf5c8914713a1662e03f8865;Spinyrat;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;NA;77;2108;0.00107551;0.10755102;0.392857143;0.095174566;196;1.57E-05;3243;4;0.000938769;0.067163198;3;1;1;0;0.75;0.25
1eedd6f4ee80d1663d53d9fa44c14ed8;Human;Firmicutes;Clostridia;Clostridiales;Clostridiales vadinBB60 group;uncultured Thermoanaerobacterales bacterium;D_6__uncultured Thermoanaerobacterales bacterium;39;216;9.47E-05;0.009473684;0.171052632;0.145025176;228;3.40E-05;0;1;0.000570455;0.029402179;1;0;0;0;1;0
1ef6fc74973dcd2cbb4ed0988c68e4da;Spinyrat;Firmicutes;Clostridia;Clostridiales;Clostridiales vadinBB60 group;uncultured bacterium;D_6__uncultured bacterium;50;360;0.000183673;0.018367347;0.255102041;0.209440394;196;1.57E-05;579;3;0.00265764;0.284785166;2;1;1;0;0.666666667;0.333333333
1efb94e618b3eefdeb7ac1a6a1e96b32;Deer;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae UCG-004;D_6__uncultured Bacteroidales bacterium;83;1355;0.000996324;0.099632353;0.610294118;0.024574155;136;0.011090999;36;25;0.16396755;0.985863015;19;6;4;2;0.76;0.24
1f340e598520ae96b52a82be3cb785c6;Spinyrat;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Allobaculum;D_6__uncultured bacterium;22;568;0.000289796;0.028979592;0.112244898;0.017078946;196;1.57E-05;607;6;0.001143814;0.379196768;5;1;0;1;0.833333333;0.166666667
1f3c518b179fd1c37e98895edf51845e;Spinyrat;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae NK4A214 group;NA;26;202;0.000103061;0.010306122;0.132653061;0.062807351;196;1.57E-05;0;1;9.99E-06;0.082847141;1;0;0;0;1;0
1f62580568b463c2a5351bfd02956c2d;Spinyrat;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus 1;NA;64;3978;0.002029592;0.202959184;0.326530612;0.067098607;196;2.20E-06;0;0;0;0;0;0;0;0;0;1
1f6525a32ebf53323c8a4867c225f9b0;Spinyrat;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-014;NA;26;1502;0.000766327;0.076632653;0.132653061;0.024213527;196;1.57E-05;1198;6;0.03016944;0.27493587;5;1;0;1;0.833333333;0.166666667
1f9695def389854178788b2e4a8792ee;Human;Firmicutes;Clostridia;DTU014;uncultured bacterium;uncultured bacterium;D_6__uncultured bacterium;62;239;0.000104825;0.010482456;0.271929825;0.325948244;228;3.40E-05;4;5;0.023206277;0.289475547;4;1;0;1;0.8;0.2
1fa19a198819b145e52bb266e4e7840b;Carollia;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;D_6__Sphingomonas endophytica;18;3987;0.002476398;0.247639752;0.111801242;0.015612368;161;0.00076427;137;6;0.004380481;0.350159087;6;0;0;0;1;0
